,Location,Area,Security,Bedrooms,Price
2142,Adibatla,1002,0,2,2304000
2144,Adibatla,1000,0,2,2300000
2145,other,1075,0,2,4000000
2146,other,1100,0,2,5000000
2147,Gachibowli,1120,1,2,9500000
2148,other,1200,1,2,3800000
2149,other,1200,1,2,4000000
2150,other,1120,1,2,3900000
2151,Kondapur,1295,1,2,10000000
2152,Kondapur,1490,1,3,12000000
2153,Kokapet,1270,1,2,8255000
2154,other,1100,1,2,3900000
2155,Adibatla,1134,1,2,3742000
2156,other,1190,1,2,3927000
2157,other,1050,1,2,4216000
2158,Adibatla,710,1,1,2536000
2159,Adibatla,1390,1,3,5004000
2160,other,1978,1,3,7912000
2161,other,1360,1,3,5900000
2162,Kukatpally,2000,1,3,9500000
2163,Jubilee Hills,3537,1,3,45000000
2164,other,1100,0,2,4900000
2165,other,1210,0,2,5082000
2166,Narsingi,1935,1,3,9500000
2167,other,1080,1,2,5700000
2168,other,1200,1,2,6000000
2169,other,1905,1,3,15400000
2170,Begumpet,1570,1,3,11299999
2171,Begumpet,1570,1,3,11299999
2172,Gachibowli,1800,1,3,10500000
2173,Gachibowli,1700,1,3,10000000
2174,Narsingi,1600,1,3,11500000
2175,Narsingi,1655,1,3,10000000
2176,Manikonda,1800,1,3,9800000
2177,Manikonda,1300,1,2,6500000
2178,Kollur Road,1207,0,2,4224000
2179,Hitech City,3430,0,4,35800000
2180,Gachibowli,2160,0,3,19500000
2181,Hitech City,3430,0,3,36000000
2182,Hitech City,3430,0,4,35800000
2183,Madhapur,2655,0,3,27500000
2184,other,861,0,2,4500000
2185,Miyapur,3152,1,4,17300000
2186,Serilingampally,1650,0,3,8200000
2187,other,1550,1,3,8525000
2188,other,1030,1,2,5200000
2189,other,3550,1,3,17500000
2190,other,2983,1,4,18000000
2191,Kondapur,2225,1,3,19300000
2192,Shaikpet,4160,1,4,35000000
2193,other,1900,1,3,12500000
2194,other,1105,1,2,7200000
2195,other,1150,1,2,3900000
2196,other,1625,1,3,6500000
2197,other,4600,1,4,46000000
2198,Hitech City,2120,1,3,15000000
2199,Kondapur,2103,1,3,12000000
2200,Narsingi,1760,1,3,11000000
2201,other,1150,1,2,3900000
2202,other,1150,1,2,3900000
2203,Jubilee Hills,1700,1,3,11000000
2204,Kukatpally,2232,1,3,16500000
2205,Kukatpally,1740,1,3,12200000
2206,Kukatpally,1592,1,3,11500000
2207,Kukatpally,1360,1,2,9500000
2208,Kukatpally,1208,1,2,8400000
2209,Bandlaguda Jagir,1200,1,2,3500000
2210,Hitech City,2160,1,3,15200000
2211,Manikonda,1834,1,3,14800000
2212,other,1650,0,3,7500000
2213,other,1180,0,2,4567000
2214,other,1200,0,2,4650000
2215,other,1220,0,2,4700000
2216,other,1180,0,2,4567000
2217,other,1200,0,2,4650000
2218,other,1140,0,2,2848000
2219,other,1140,0,2,2850000
2220,Madhapur,3975,1,5,39800000
2221,Madhapur,2655,1,3,27000000
2222,other,1160,0,3,4700000
2223,other,1570,0,2,7065000
2224,Begumpet,1725,1,3,12400000
2225,Begumpet,1725,1,3,12400000
2226,Begumpet,1725,1,3,12400000
2227,Begumpet,1725,1,3,12400000
2228,Begumpet,1570,1,3,11299999
2229,Gachibowli,2644,0,3,9782000
2230,other,965,0,2,4400000
2231,Manikonda,1850,0,4,8510000
2232,Kokapet,1000,0,2,5500000
2233,LB Nagar,1310,0,3,5700000
2234,other,2150,0,3,15000000
2235,Balanagar,1150,1,2,3900000
2236,Gachibowli,1150,1,2,3900000
2237,Kondapur,1150,1,2,3900000
2238,Kukatpally,1150,1,2,3900000
2239,other,1150,1,2,3900000
2240,Narsingi,1945,1,3,12500000
2241,Kukatpally,1360,1,2,10500000
2242,Balanagar,1150,1,2,3900000
2243,Gachibowli,1150,1,2,3900000
2244,Kondapur,1150,1,2,3900000
2245,Kukatpally,1150,1,2,3900000
2246,other,1150,1,2,3900000
2247,other,1150,1,2,3900000
2248,Nizampet,1150,1,2,3900000
2249,other,1150,1,2,3900000
2250,Aminpur,1150,1,2,3900000
2251,Bachupally,1150,1,2,3900000
2252,Miyapur,1150,1,2,3900000
2253,Chandanagar,1150,1,2,3900000
2254,Patancheru,1150,1,2,3900000
2255,other,1150,1,2,3900000
2256,Mallampet,1150,1,2,3900000
2257,other,1269,1,2,6000000
2258,Narsingi,1200,1,2,4876000
2259,Narsingi,1100,1,2,4367000
2260,Chandanagar,1150,1,2,3900000
2261,Aminpur,1150,1,2,3900000
2262,Miyapur,1150,1,2,3900000
2263,Balanagar,1150,1,2,3900000
2264,Gachibowli,1150,1,2,3900000
2265,Hitech City,1150,1,2,3900000
2266,Madhapur,1150,1,2,3900000
2267,Kondapur,1150,1,2,3900000
2268,other,1150,1,2,3900000
2269,Narsingi,1200,1,2,4876000
2270,Narsingi,1100,1,2,4367000
2271,other,1600,1,3,7600000
2272,other,1510,1,3,5587000
2273,other,1365,1,3,5050000
2274,other,1691,1,3,9300000
2275,Begumpet,1725,1,3,12400000
2276,Madhapur,4070,1,4,43500000
2277,Madhapur,3430,1,3,35000000
2278,Manikonda,1100,1,2,6300000
2279,Tarnaka,1450,1,3,7000000
2280,Gachibowli,3434,1,4,26500000
2281,Manikonda,1314,1,2,9900000
2282,Banjara Hills,3474,1,4,24000000
2283,Jubilee Hills,4600,1,4,31000000
2284,other,1250,0,2,6000000
2285,other,2100,0,3,12500000
2286,other,1150,0,2,5500000
2287,Madhapur,4070,1,4,42000000
2288,Kukatpally,1695,1,3,9000000
2289,Nanakramguda,2460,1,3,15500000
2290,Kondapur,2000,1,3,11000000
2291,Banjara Hills,3695,1,4,50000000
2292,Nanakramguda,2220,1,3,15000000
2293,other,1822,1,3,8500000
2294,other,1595,1,3,5000000
2295,East Marredpally,1535,1,3,12600000
2296,other,1665,1,3,5000000
2297,Kukatpally,1278,1,2,11000000
2298,Kukatpally,2600,1,4,18500000
2299,Hitech City,2500,1,3,20000000
2300,East Marredpally,1535,1,3,12600000
2301,Nanakramguda,2460,1,3,15500000
2302,Nanakramguda,2270,1,3,18000000
2303,Nanakramguda,1600,1,3,12000000
2304,other,1000,0,2,4000000
2305,Nizampet,1180,0,2,4566000
2306,Bachupally,1100,0,2,3829999
2307,Gachibowli,3180,1,3,32000000
2308,other,1691,1,3,9300000
2309,other,1691,1,3,9300000
2310,other,1691,1,3,9300000
2311,Nanakramguda,5440,1,4,60000000
2312,Jubilee Hills,2850,1,3,19800000
2313,Banjara Hills,3556,0,4,27500000
2314,other,1300,0,3,5500000
2315,other,1050,0,2,4500000
2316,Manikonda,2566,1,4,15000000
2317,other,1100,0,2,4000000
2318,other,1980,0,3,9000000
2319,other,1436,0,3,3500000
2320,West Marredpally,4000,1,4,22000000
2321,other,1000,0,2,3500000
2322,other,1050,0,2,4500000
2323,Gachibowli,2644,1,3,9782000
2324,other,2813,0,3,13500000
2325,other,2815,0,3,13500000
2326,other,1300,0,2,4800000
2327,other,4320,1,4,40000000
2328,Kukatpally,1450,1,3,9300000
2329,other,1331,0,2,7200000
2330,other,2650,0,3,17000000
2331,Begumpet,1570,1,3,11299999
2332,Hitech City,2160,1,3,14000000
2333,Hitech City,1580,1,3,11200000
2334,Hitech City,2160,1,3,15500000
2335,Manikonda,970,0,2,5000000
2336,Kachiguda,800,0,2,4000000
2337,other,1358,0,3,10000000
2338,Nizampet,1145,0,2,3800000
2339,other,2000,0,3,14000000
2340,East Marredpally,2075,0,3,13400000
2341,Malkajgiri,1600,0,3,7500000
2342,other,1230,0,2,4000000
2343,East Marredpally,1060,0,2,7200000
2344,Gachibowli,3325,1,3,37500000
2345,West Marredpally,1822,0,3,8500000
2346,West Marredpally,2115,0,3,14000000
2347,other,880,0,2,4000000
2348,Malkajgiri,925,0,2,4600000
2349,other,1554,0,3,6200000
2350,other,1000,0,2,2400000
2351,other,1650,0,3,4750000
2352,other,1475,0,3,4750000
2353,other,1450,0,3,4650000
2354,Banjara Hills,4730,0,4,61400000
2355,other,1645,0,3,7567000
2356,other,1605,0,3,7222000
2357,Begumpet,1725,1,3,12400000
2358,Begumpet,1525,1,3,11000000
2359,Begumpet,1525,1,3,11000000
2360,other,3883,0,4,29500000
2361,Nanakramguda,5440,0,4,57500000
2362,Hitech City,3031,1,4,24000000
2363,Nallagandla Gachibowli,1860,1,3,15500000
2364,Puppalaguda,1875,1,3,7875000
2365,Gachibowli,2008,0,3,7429000
2366,other,1290,1,2,8500000
2367,Hitech City,2160,1,3,14000000
2368,other,1000,0,3,3500000
2369,Bachupally,1150,1,2,4140000
2370,Nizampet,1170,1,2,4680000
2371,Madhapur,4305,1,4,33000000
2372,Kondapur,2800,0,3,13400000
2373,other,1500,0,3,5700000
2374,Gajulramaram Kukatpally,1620,1,3,4620000
2375,Gajulramaram Kukatpally,1368,1,3,3900000
2376,Kukatpally,1090,1,2,6277000
2377,Kukatpally,1230,1,2,7019000
2378,Kukatpally,1435,1,3,8105000
2379,Miyapur,1115,1,2,8181999
2380,Miyapur,1945,1,3,10900000
2381,other,1616,1,3,14000000
2382,other,1100,0,2,4400000
2383,Miyapur,1300,1,2,5200000
2384,Gachibowli,2690,0,3,20000000
2385,Gachibowli,2750,0,3,165000000
2386,Manikonda,1834,1,3,14500000
2387,Puppalaguda,1091,0,2,3500000
2388,other,1500,0,3,7500000
2389,other,1500,0,3,7500000
2390,Manikonda,1834,1,3,15500000
2391,Miyapur,1920,1,3,10700000
2392,Miyapur,1425,1,2,10200000
2393,Nizampet,1220,0,2,4700000
2394,other,1615,0,3,7400000
2395,other,1540,0,3,8500000
2396,East Marredpally,1400,0,2,6000000
2397,other,1200,0,2,5200000
2398,other,1425,0,3,5500000
2399,other,1580,0,2,6500000
2400,Nallagandla Gachibowli,1844,1,3,9293000
2401,Nallagandla Gachibowli,2120,1,3,10600000
2402,other,1000,0,2,6500000
2403,other,965,1,2,6000000
2404,other,2500,1,4,19500000
2405,other,1100,0,2,4200000
2406,other,875,0,2,4000000
2407,other,1610,0,3,8000000
2408,other,1420,0,3,8520000
2409,Nanakramguda,2460,1,3,17300000
2410,Hitech City,3250,1,4,32500000
2411,other,1100,0,2,4070000
2412,other,1100,0,2,4070000
2413,Kokapet,1735,1,3,11200000
2414,Puppalaguda,1510,1,2,6342000
2415,Puppalaguda,1320,1,2,5544000
2416,Puppalaguda,2175,1,3,9135000
2417,Puppalaguda,1980,1,3,8316000
2418,Puppalaguda,1560,1,3,6552000
2419,Puppalaguda,2000,1,3,8400000
2420,Puppalaguda,2005,1,3,8421000
2421,Puppalaguda,1340,1,2,5628000
2422,Puppalaguda,1880,1,3,7895999
2423,Puppalaguda,1415,1,2,5943000
2424,Puppalaguda,2180,1,3,9156000
2425,Puppalaguda,2190,1,3,9198000
2426,Puppalaguda,1600,1,3,6720000
2427,Hitech City,2260,1,3,17000000
2428,Hitech City,2015,1,3,15000000
2429,Kollur Road,1250,0,2,4500000
2430,Miyapur,1001,0,2,3503000
2431,other,1551,0,3,5600000
2432,Jubilee Hills,3000,0,3,7500000
2433,Kollur Road,1245,0,2,4600000
